RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  1380    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 2053 2356     0     0  con    0  1.0E+00  1.4E-02  1.075E+01  2.401E+06
 2054 2357     0     0  con    0  1.0E+00  2.3E-02  1.137E+01  2.401E+06
 2055 2358     0     0  con    0  1.0E+00  1.8E-02  1.357E+01  2.401E+06
 2056 2359     0     0  con    0  1.0E+00  1.7E-02  1.032E+01  2.401E+06
 2057 2360     0     0  con    0  1.0E+00  2.2E-02  1.361E+01  2.401E+06
 2058 2361     0     0  con    0  1.0E+00  1.8E-02  1.086E+01  2.401E+06
 2059 2362     0     0  con    0  1.0E+00  2.6E-02  1.370E+01  2.401E+06
 2060 2363     0     0  con    0  1.0E+00  1.4E-02  1.505E+01  2.401E+06
 2061 2364     0     0  con    0  1.0E+00  1.8E-02  1.072E+01  2.401E+06
 2062 2365     0     0  con    0  1.0E+00  1.2E-02  1.363E+01  2.401E+06
 2063 2366     0     0  con    0  1.0E+00  2.0E-02  1.157E+01  2.401E+06
 2064 2367     0     0  con    0  1.0E+00  1.6E-02  1.348E+01  2.401E+06
 2065 2368     0     0  con    0  1.0E+00  2.0E-02  1.062E+01  2.401E+06
 2066 2369     0     0  con    0  1.0E+00  1.5E-02  1.156E+01  2.401E+06
 2067 2370     0     0  con    0  1.0E+00  9.0E-03  8.958E+00  2.401E+06
 2068 2371     0     0  con    0  1.0E+00  2.1E-02  1.448E+01  2.401E+06
 2069 2372     0     0  con    0  1.0E+00  6.6E-03  8.860E+00  2.401E+06
 2070 2373     0     0  con    0  1.0E+00  7.4E-03  1.237E+01  2.401E+06
 2071 2374     0     0  con    0  1.0E+00  1.3E-02  9.457E+00  2.401E+06
 2072 2375     0     0  con    0  1.0E+00  1.4E-02  1.008E+01  2.401E+06
 2073 2376     0     0  con    0  1.0E+00  9.3E-03  9.634E+00  2.401E+06
 2074 2377     0     0  con    0  1.0E+00  7.3E-03  9.743E+00  2.401E+06
 2075 2378     0     0  con    0  1.0E+00  1.3E-02  1.013E+01  2.401E+06
 2076 2379     0     0  con    0  1.0E+00  1.1E-02  9.436E+00  2.401E+06
 2077 2380     0     0  con    0  1.0E+00  1.4E-02  1.066E+01  2.401E+06
 2078 2381     0     0  con    0  1.0E+00  1.6E-02  1.227E+01  2.401E+06
 2079 2382     0     0  con    0  1.0E+00  1.2E-02  1.056E+01  2.401E+06
 2080 2383     0     0  con    0  1.0E+00  9.7E-03  1.111E+01  2.401E+06
 2081 2384     0     0  con    0  1.0E+00  1.1E-02  9.247E+00  2.401E+06
 2082 2385     0     0  con    0  1.0E+00  2.4E-02  1.577E+01  2.401E+06
 2083 2386     0     0  con    0  1.0E+00  6.9E-03  1.372E+01  2.401E+06
 2084 2387     0     0  con    0  1.0E+00  6.0E-03  9.722E+00  2.401E+06
 2085 2388     0     0  con    0  1.0E+00  1.6E-02  1.533E+01  2.401E+06
 2086 2389     0     0  con    0  1.0E+00  7.9E-03  1.186E+01  2.401E+06
 2087 2390     0     0  con    0  1.0E+00  1.2E-02  1.169E+01  2.401E+06
 2088 2391     0     0  con    0  1.0E+00  9.5E-03  9.023E+00  2.401E+06
 2089 2392     0     0  con    0  1.0E+00  7.5E-03  1.237E+01  2.401E+06
 2090 2393     0     0  con    0  1.0E+00  8.7E-03  1.240E+01  2.401E+06
 2091 2394     0     0  con    0  1.0E+00  8.8E-03  1.196E+01  2.401E+06
 2092 2395     0     0  con    0  1.0E+00  1.3E-02  1.067E+01  2.401E+06
 2093 2396     0     0  con    0  1.0E+00  1.7E-02  1.413E+01  2.401E+06
 2094 2397     0     0  con    0  1.0E+00  6.7E-03  1.211E+01  2.401E+06
 2095 2398     0     0  con    0  1.0E+00  1.2E-02  1.020E+01  2.401E+06
 2096 2399     0     0  con    0  1.0E+00  1.3E-02  9.759E+00  2.401E+06
 2097 2400     0     0  con    0  1.0E+00  1.8E-02  1.051E+01  2.401E+06
 2098 2401     0     0  con    0  1.0E+00  2.1E-02  1.050E+01  2.401E+06
 2099 2402     0     0  con    0  1.0E+00  1.3E-02  9.700E+00  2.401E+06
 2100 2403     0     0  con    0  1.0E+00  5.3E-03  1.196E+01  2.401E+06
 2101 2404     0     0  con    0  1.0E+00  2.0E-02  1.183E+01  2.401E+06
 2102 2405     0     0  con    0  1.0E+00  1.3E-02  1.233E+01  2.401E+06
 2103 2406     0     0  con    0  1.0E+00  1.8E-02  8.322E+00  2.401E+06
 2104 2407     0     0  con    0  1.0E+00  8.0E-03  9.758E+00  2.401E+06
 2105 2408     0     0  con    0  1.0E+00  1.8E-02  1.038E+01  2.401E+06
 2106 2409     0     0  con    0  1.0E+00  9.2E-03  1.187E+01  2.401E+06
 2107 2410     0     0  con    0  1.0E+00  1.4E-02  1.197E+01  2.401E+06
 2108 2411     0     0  con    0  1.0E+00  1.3E-02  9.412E+00  2.401E+06
 2109 2412     0     0  con    0  1.0E+00  1.5E-02  9.866E+00  2.401E+06
 2110 2413     0     0  con    0  1.0E+00  1.3E-02  9.626E+00  2.401E+06
 2111 2414     0     0  con    0  1.0E+00  2.2E-02  1.045E+01  2.401E+06
 2112 2415     0     0  con    0  1.0E+00  2.2E-02  1.076E+01  2.401E+06
 2113 2416     0     0  con    0  1.0E+00  1.8E-02  1.034E+01  2.401E+06
 2114 2417     0     0  con    0  1.0E+00  7.4E-03  1.145E+01  2.401E+06
 2115 2418     0     0  con    0  1.0E+00  2.6E-02  1.021E+01  2.401E+06
 2116 2419     0     0  con    0  1.0E+00  2.4E-02  1.216E+01  2.401E+06
 2117 2420     0     0  con    0  1.0E+00  3.1E-02  1.028E+01  2.401E+06
 2118 2421     0     0  con    0  1.0E+00  2.7E-02  1.049E+01  2.401E+06
 2119 2422     0     0  con    0  1.0E+00  2.5E-02  1.140E+01  2.401E+06
 2120 2423     0     0  con    0  1.0E+00  2.8E-02  1.162E+01  2.401E+06
 2121 2424     0     0  con    0  1.0E+00  2.3E-02  9.859E+00  2.401E+06
 2122 2425     0     0  con    0  1.0E+00  2.2E-02  1.005E+01  2.401E+06
 2123 2426     0     0  con    0  1.0E+00  4.1E-02  1.192E+01  2.401E+06
 2124 2427     0     0  con    0  1.0E+00  5.0E-02  1.268E+01  2.401E+06
 2125 2428     0     0  con    0  1.0E+00  4.7E-02  1.188E+01  2.401E+06
 2126 2429     0     0  con    0  1.0E+00  2.3E-02  1.211E+01  2.401E+06
 2127 2430     0     0  con    0  1.0E+00  5.5E-02  1.185E+01  2.401E+06
 2128 2431     0     0  con    0  1.0E+00  5.0E-02  1.279E+01  2.401E+06
 2129 2432     0     0  con    0  1.0E+00  7.0E-02  1.417E+01  2.401E+06
 2130 2433     0     0  con    0  1.0E+00  6.3E-02  1.366E+01  2.401E+06
 2131 2434     0     0  con    0  1.0E+00  7.4E-02  1.212E+01  2.401E+06
 2132 2435     0     0  con    0  1.0E+00  4.8E-02  1.463E+01  2.401E+06
 2133 2436     0     0  con    0  1.0E+00  1.1E-01  1.478E+01  2.401E+06
 2134 2437     0     0  con    0  1.0E+00  6.4E-02  1.652E+01  2.401E+06
 2135 2438     0     0  con    0  1.0E+00  9.2E-02  1.545E+01  2.401E+06
 2136 2439     0     0  con    0  1.0E+00  1.5E-01  1.464E+01  2.401E+06
 2137 2440     0     0  con    0  1.0E+00  2.0E-01  2.087E+01  2.401E+06
 2138 2441     0     0  con    0  1.0E+00  1.4E-01  1.921E+01  2.401E+06
 2139 2442     0     0  con    0  1.0E+00  2.8E-01  1.436E+01  2.401E+06
 2140 2443     0     0  con    0  1.0E+00  3.5E-01  2.166E+01  2.401E+06
 2141 2444     0     0  con    0  1.0E+00  4.7E-01  2.363E+01  2.401E+06
 2142 2445     0     0  con    0  1.0E+00  6.3E-01  2.082E+01  2.401E+06
 2143 2446     0     0  con    0  1.0E+00  9.0E-01  2.320E+01  2.401E+06
 2144 2447     0     0  con    0  1.0E+00  8.1E-01  1.897E+01  2.401E+06
 2145 2448     0     0  con    0  1.0E+00  1.3E+00  2.678E+01  2.401E+06
 2146 2449     0     0  con    0  1.0E+00  1.5E+00  2.807E+01  2.401E+06
 2147 2450     0     0  con    0  1.0E+00  1.6E+00  3.005E+01  2.401E+06
 2148 2451     0     0  con    0  1.0E+00  3.0E+00  3.612E+01  2.401E+06
 2149 2452     0     0  con    0  1.0E+00  2.8E+00  3.728E+01  2.401E+06
 2150 2453     0     0  con    0  1.0E+00  5.4E+00  5.366E+01  2.401E+06
 2151 2454     0     0  con    0  1.0E+00  7.8E+00  6.361E+01  2.401E+06
 2152 2455     0     0  con    0  1.0E+00  1.3E+01  7.184E+01  2.401E+06
 2153 2456     0     0  con    0  1.0E+00  1.7E+01  8.872E+01  2.401E+06
 2154 2457     0     0  con    0  1.0E+00  3.1E+01  1.092E+02  2.400E+06
 2155 2458     0     0  con    0  1.0E+00  4.7E+01  2.235E+02  2.400E+06
 2156 2459     0     0  con    0  1.0E+00  4.6E+01  1.323E+02  2.400E+06
 2157 2460     0     0  con    0  1.0E+00  8.6E+01  2.449E+02  2.399E+06
 2158 2461     0     0  con    0  1.0E+00  1.2E+02  2.657E+02  2.398E+06
 2159 2462     0     0  con    0  1.0E+00  2.1E+02  3.549E+02  2.397E+06
 2160 2463     0     0  con    0  1.0E+00  3.1E+02  5.041E+02  2.395E+06
 2161 2471     0     0  con    7  1.9E-01  2.8E+02  7.977E+02  2.387E+06
 2162 2478     0     0  con    6  1.3E-04  3.4E+00  1.078E+03  2.386E+06
 2163 2479     0     0  con    0  1.0E+00  5.5E+00  5.478E+02  2.385E+06
 2164 2480     0     0  con    0  1.0E+00  3.1E+00  4.816E+02  2.382E+06
 2165 2481     0     0  con    0  1.0E+00  2.2E+00  2.829E+02  2.381E+06
 2166 2482     0     0  con    0  1.0E+00  1.6E+00  1.941E+02  2.380E+06
 2167 2483     0     0  con    0  1.0E+00  2.0E+00  1.734E+02  2.380E+06
 2168 2484     0     0  con    0  1.0E+00  9.4E-01  1.693E+02  2.379E+06
 2169 2485     0     0  con    0  1.0E+00  9.7E-01  1.161E+02  2.379E+06
 2170 2486     0     0  con    0  1.0E+00  8.7E-01  2.262E+02  2.379E+06
 2171 2488     0     0  con    1  2.4E-01  6.6E-01  1.524E+02  2.379E+06
 2172 2489     0     0  con    0  1.0E+00  6.4E-01  9.698E+01  2.379E+06
 2173 2490     0     0  con    0  1.0E+00  4.6E-01  5.682E+01  2.379E+06
 2174 2491     0     0  con    0  1.0E+00  6.0E-01  6.629E+01  2.379E+06
 2175 2492     0     0  con    0  1.0E+00  3.9E-01  4.944E+01  2.379E+06
 2176 2493     0     0  con    0  1.0E+00  3.0E-01  3.712E+01  2.379E+06
 2177 2494     0     0  con    0  1.0E+00  2.8E-01  2.867E+01  2.379E+06
 2178 2495     0     0  con    0  1.0E+00  2.9E-01  3.962E+01  2.379E+06
 2179 2496     0     0  con    0  1.0E+00  2.7E-01  3.444E+01  2.379E+06
 2180 2497     0     0  con    0  1.0E+00  2.7E-01  3.219E+01  2.379E+06
 2181 2498     0     0  con    0  1.0E+00  1.7E-01  3.207E+01  2.379E+06
 2182 2499     0     0  con    0  1.0E+00  3.5E-01  2.933E+01  2.379E+06
 2183 2500     0     0  con    0  1.0E+00  1.5E-01  2.044E+01  2.379E+06
 2184 2501     0     0  con    0  1.0E+00  1.4E-01  2.053E+01  2.379E+06
 2185 2502     0     0  con    0  1.0E+00  1.5E-01  1.842E+01  2.379E+06
 2186 2503     0     0  con    0  1.0E+00  1.4E-01  1.740E+01  2.379E+06
 2187 2504     0     0  con    0  1.0E+00  9.7E-02  1.488E+01  2.379E+06
 2188 2505     0     0  con    0  1.0E+00  1.1E-01  1.628E+01  2.379E+06
 2189 2506     0     0  con    0  1.0E+00  1.1E-01  1.828E+01  2.378E+06
 2190 2507     0     0  con    0  1.0E+00  9.2E-02  1.615E+01  2.378E+06
 2191 2508     0     0  con    0  1.0E+00  1.2E-01  2.192E+01  2.378E+06
 2192 2509     0     0  con    0  1.0E+00  8.8E-02  2.263E+01  2.378E+06
 2193 2510     0     0  con    0  1.0E+00  1.1E-01  2.813E+01  2.378E+06
 2194 2511     0     0  con    0  1.0E+00  9.9E-02  2.750E+01  2.378E+06
 2195 2512     0     0  con    0  1.0E+00  1.1E-01  2.352E+01  2.378E+06
 2196 2513     0     0  con    0  1.0E+00  9.0E-02  2.509E+01  2.378E+06
 2197 2514     0     0  con    0  1.0E+00  8.7E-02  2.020E+01  2.378E+06
 2198 2515     0     0  con    0  1.0E+00  6.1E-02  1.789E+01  2.378E+06
 2199 2516     0     0  con    0  1.0E+00  1.0E-01  1.776E+01  2.378E+06
 2200 2517     0     0  con    0  1.0E+00  4.5E-02  1.393E+01  2.378E+06
 2201 2518     0     0  con    0  1.0E+00  5.2E-02  1.556E+01  2.378E+06
 2202 2519     0     0  con    0  1.0E+00  2.9E-02  1.657E+01  2.378E+06
 2203 2520     0     0  con    0  1.0E+00  6.1E-02  2.174E+01  2.378E+06
 2204 2521     0     0  con    0  1.0E+00  4.3E-02  1.996E+01  2.378E+06
 2205 2522     0     0  con    0  1.0E+00  5.9E-02  2.723E+01  2.378E+06
 2206 2523     0     0  con    0  1.0E+00  5.6E-02  2.135E+01  2.378E+06
 2207 2524     0     0  con    0  1.0E+00  6.8E-02  1.914E+01  2.378E+06
 2208 2525     0     0  con    0  1.0E+00  8.5E-02  2.798E+01  2.378E+06
 2209 2526     0     0  con    0  1.0E+00  7.6E-02  2.690E+01  2.378E+06
 2210 2527     0     0  con    0  1.0E+00  7.3E-02  2.146E+01  2.378E+06
 2211 2528     0     0  con    0  1.0E+00  6.5E-02  2.056E+01  2.378E+06
 2212 2529     0     0  con    0  1.0E+00  5.8E-02  1.457E+01  2.378E+06
 2213 2530     0     0  con    0  1.0E+00  4.2E-02  1.486E+01  2.378E+06
 2214 2531     0     0  con    0  1.0E+00  5.1E-02  1.562E+01  2.378E+06
 2215 2532     0     0  con    0  1.0E+00  2.8E-02  1.991E+01  2.378E+06
 2216 2533     0     0  con    0  1.0E+00  3.8E-02  1.415E+01  2.378E+06
 2217 2534     0     0  con    0  1.0E+00  1.9E-02  1.095E+01  2.378E+06
 2218 2535     0     0  con    0  1.0E+00  2.7E-02  1.301E+01  2.378E+06
 2219 2536     0     0  con    0  1.0E+00  2.2E-02  1.071E+01  2.378E+06
 2220 2537     0     0  con    0  1.0E+00  3.0E-02  1.268E+01  2.378E+06
 2221 2538     0     0  con    0  1.0E+00  1.8E-02  1.274E+01  2.378E+06
 2222 2539     0     0  con    0  1.0E+00  2.3E-02  1.061E+01  2.378E+06
 2223 2540     0     0  con    0  1.0E+00  1.3E-02  1.016E+01  2.378E+06
 2224 2541     0     0  con    0  1.0E+00  2.3E-02  1.171E+01  2.378E+06
 2225 2542     0     0  con    0  1.0E+00  1.6E-02  1.265E+01  2.378E+06
 2226 2543     0     0  con    0  1.0E+00  2.7E-02  1.317E+01  2.378E+06
 2227 2544     0     0  con    0  1.0E+00  1.6E-02  1.256E+01  2.378E+06
 2228 2545     0     0  con    0  1.0E+00  1.8E-02  1.527E+01  2.378E+06
 2229 2546     0     0  con    0  1.0E+00  1.2E-02  1.481E+01  2.378E+06
 2230 2547     0     0  con    0  1.0E+00  2.6E-02  1.349E+01  2.378E+06
 2231 2548     0     0  con    0  1.0E+00  1.5E-02  1.483E+01  2.378E+06
 2232 2549     0     0  con    0  1.0E+00  2.0E-02  1.137E+01  2.378E+06
 2233 2550     0     0  con    0  1.0E+00  2.0E-02  1.045E+01  2.378E+06
 2234 2551     0     0  con    0  1.0E+00  1.5E-02  1.438E+01  2.378E+06
 2235 2552     0     0  con    0  1.0E+00  1.5E-02  1.122E+01  2.378E+06
 2236 2553     0     0  con    0  1.0E+00  2.0E-02  1.223E+01  2.378E+06
 2237 2554     0     0  con    0  1.0E+00  2.3E-02  1.270E+01  2.378E+06
 2238 2555     0     0  con    0  1.0E+00  2.7E-02  1.353E+01  2.378E+06
 2239 2556     0     0  con    0  1.0E+00  2.0E-02  1.033E+01  2.378E+06
 2240 2557     0     0  con    0  1.0E+00  2.6E-02  1.033E+01  2.378E+06
 2241 2558     0     0  con    0  1.0E+00  2.0E-02  1.015E+01  2.378E+06
 2242 2559     0     0  con    0  1.0E+00  2.8E-02  1.063E+01  2.378E+06
 2243 2560     0     0  con    0  1.0E+00  2.8E-02  1.152E+01  2.378E+06
 2244 2561     0     0  con    0  1.0E+00  1.1E-02  1.090E+01  2.378E+06
 2245 2562     0     0  con    0  1.0E+00  1.8E-02  1.482E+01  2.378E+06
 2246 2563     0     0  con    0  1.0E+00  1.3E-02  9.965E+00  2.378E+06
 2247 2564     0     0  con    0  1.0E+00  1.2E-02  9.599E+00  2.378E+06
 2248 2565     0     0  con    0  1.0E+00  2.1E-02  1.547E+01  2.378E+06
 2249 2566     0     0  con    0  1.0E+00  1.6E-02  9.907E+00  2.378E+06
 2250 2567     0     0  con    0  1.0E+00  1.8E-02  9.582E+00  2.378E+06
 2251 2568     0     0  con    0  1.0E+00  1.6E-02  1.401E+01  2.378E+06
 2252 2569     0     0  con    0  1.0E+00  2.0E-02  1.026E+01  2.378E+06
 2253 2570     0     0  con    0  1.0E+00  2.2E-02  1.208E+01  2.378E+06
 2254 2571     0     0  con    0  1.0E+00  1.3E-02  1.203E+01  2.378E+06
 2255 2572     0     0  con    0  1.0E+00  1.9E-02  1.141E+01  2.378E+06
 2256 2573     0     0  con    0  1.0E+00  2.2E-02  1.164E+01  2.378E+06
 2257 2574     0     0  con    0  1.0E+00  1.0E-02  1.118E+01  2.378E+06
 2258 2575     0     0  con    0  1.0E+00  2.2E-02  1.116E+01  2.378E+06
 2259 2576     0     0  con    0  1.0E+00  8.6E-03  1.232E+01  2.378E+06
 2260 2577     0     0  con    0  1.0E+00  1.9E-02  1.203E+01  2.378E+06
 2261 2578     0     0  con    0  1.0E+00  7.8E-03  8.546E+00  2.378E+06
 2262 2579     0     0  con    0  1.0E+00  1.8E-02  9.649E+00  2.378E+06
 2263 2580     0     0  con    0  1.0E+00  1.9E-02  1.246E+01  2.378E+06
 2264 2581     0     0  con    0  1.0E+00  1.7E-02  1.011E+01  2.378E+06
 2265 2582     0     0  con    0  1.0E+00  1.2E-02  1.063E+01  2.378E+06
 2266 2583     0     0  con    0  1.0E+00  1.5E-02  1.451E+01  2.378E+06
 2267 2584     0     0  con    0  1.0E+00  1.9E-02  1.246E+01  2.378E+06
 2268 2585     0     0  con    0  1.0E+00  2.7E-02  1.095E+01  2.378E+06
 2269 2586     0     0  con    0  1.0E+00  1.2E-02  8.967E+00  2.378E+06
 2270 2587     0     0  con    0  1.0E+00  6.8E-03  1.017E+01  2.378E+06
 2271 2588     0     0  con    0  1.0E+00  2.5E-02  1.011E+01  2.378E+06
 2272 2589     0     0  con    0  1.0E+00  1.9E-02  1.130E+01  2.378E+06
 2273 2590     0     0  con    0  1.0E+00  2.1E-02  1.113E+01  2.378E+06
 2274 2591     0     0  con    0  1.0E+00  2.3E-02  1.071E+01  2.378E+06
 2275 2592     0     0  con    0  1.0E+00  1.9E-02  1.083E+01  2.378E+06
 2276 2593     0     0  con    0  1.0E+00  2.6E-02  1.261E+01  2.378E+06
 2277 2594     0     0  con    0  1.0E+00  4.3E-02  1.258E+01  2.378E+06
 2278 2595     0     0  con    0  1.0E+00  2.0E-02  1.226E+01  2.378E+06
 2279 2596     0     0  con    0  1.0E+00  2.6E-02  9.428E+00  2.378E+06
 2280 2597     0     0  con    0  1.0E+00  2.1E-02  1.117E+01  2.378E+06
 2281 2598     0     0  con    0  1.0E+00  3.2E-02  1.073E+01  2.378E+06
 2282 2599     0     0  con    0  1.0E+00  2.3E-02  9.539E+00  2.378E+06
 2283 2600     0     0  con    0  1.0E+00  4.1E-02  1.321E+01  2.378E+06
 2284 2601     0     0  con    0  1.0E+00  1.7E-02  1.126E+01  2.378E+06
 2285 2602     0     0  con    0  1.0E+00  2.6E-02  1.352E+01  2.378E+06
 2286 2603     0     0  con    0  1.0E+00  3.1E-02  1.343E+01  2.378E+06
 2287 2604     0     0  con    0  1.0E+00  2.8E-02  1.212E+01  2.378E+06
 2288 2605     0     0  con    0  1.0E+00  5.0E-02  1.401E+01  2.378E+06
 2289 2606     0     0  con    0  1.0E+00  4.0E-02  1.339E+01  2.378E+06
 2290 2607     0     0  con    0  1.0E+00  2.3E-02  1.226E+01  2.378E+06
 2291 2608     0     0  con    0  1.0E+00  3.8E-02  1.163E+01  2.378E+06
 2292 2609     0     0  con    0  1.0E+00  5.5E-02  1.746E+01  2.378E+06
 2293 2610     0     0  con    0  1.0E+00  8.0E-02  1.659E+01  2.378E+06
 2294 2611     0     0  con    0  1.0E+00  2.3E-02  1.259E+01  2.378E+06
 2295 2612     0     0  con    0  1.0E+00  3.6E-02  1.179E+01  2.378E+06
 2296 2613     0     0  con    0  1.0E+00  6.2E-02  1.237E+01  2.378E+06
 2297 2614     0     0  con    0  1.0E+00  4.5E-02  1.322E+01  2.378E+06
 2298 2615     0     0  con    0  1.0E+00  6.2E-02  1.422E+01  2.378E+06
 2299 2616     0     0  con    0  1.0E+00  6.0E-02  1.473E+01  2.378E+06
 2300 2617     0     0  con    0  1.0E+00  7.5E-02  1.363E+01  2.378E+06
 2301 2618     0     0  con    0  1.0E+00  1.3E-01  1.474E+01  2.378E+06
 2302 2619     0     0  con    0  1.0E+00  1.3E-01  1.744E+01  2.378E+06
 2303 2620     0     0  con    0  1.0E+00  1.1E-01  1.588E+01  2.378E+06
 2304 2621     0     0  con    0  1.0E+00  1.8E-01  1.465E+01  2.378E+06
 2305 2622     0     0  con    0  1.0E+00  1.8E-01  1.441E+01  2.378E+06
 2306 2623     0     0  con    0  1.0E+00  1.1E-01  1.439E+01  2.378E+06
 2307 2624     0     0  con    0  1.0E+00  2.3E-01  1.881E+01  2.378E+06
 2308 2625     0     0  con    0  1.0E+00  1.5E-01  2.033E+01  2.378E+06
 2309 2626     0     0  con    0  1.0E+00  1.3E-01  1.977E+01  2.378E+06
 2310 2627     0     0  con    0  1.0E+00  1.9E-01  3.136E+01  2.378E+06
 2311 2628     0     0  con    0  1.0E+00  7.0E-02  2.404E+01  2.378E+06
 2312 2629     0     0  con    0  1.0E+00  1.9E-01  2.688E+01  2.378E+06
 2313 2630     0     0  con    0  1.0E+00  2.4E-01  2.247E+01  2.378E+06
 2314 2631     0     0  con    0  1.0E+00  2.7E-01  2.565E+01  2.378E+06
 2315 2632     0     0  con    0  1.0E+00  3.7E-01  1.819E+01  2.378E+06
 2316 2633     0     0  con    0  1.0E+00  4.4E-01  1.958E+01  2.378E+06
 2317 2634     0     0  con    0  1.0E+00  7.4E-01  2.758E+01  2.378E+06
 2318 2635     0     0  con    0  1.0E+00  6.6E-01  2.023E+01  2.378E+06
 2319 2636     0     0  con    0  1.0E+00  1.1E+00  2.018E+01  2.378E+06
 2320 2637     0     0  con    0  1.0E+00  1.2E+00  2.610E+01  2.378E+06
 2321 2638     0     0  con    0  1.0E+00  2.3E+00  4.357E+01  2.378E+06
 2322 2639     0     0  con    0  1.0E+00  2.1E+00  4.149E+01  2.378E+06
 2323 2640     0     0  con    0  1.0E+00  3.3E+00  4.899E+01  2.378E+06
 2324 2641     0     0  con    0  1.0E+00  5.5E+00  6.438E+01  2.378E+06
 2325 2642     0     0  con    0  1.0E+00  7.4E+00  7.300E+01  2.378E+06
 2326 2643     0     0  con    0  1.0E+00  1.2E+01  5.616E+01  2.378E+06
 2327 2644     0     0  con    0  1.0E+00  1.8E+01  1.006E+02  2.378E+06
 2328 2645     0     0  con    0  1.0E+00  2.4E+01  1.008E+02  2.378E+06
 2329 2646     0     0  con    0  1.0E+00  4.5E+01  2.454E+02  2.377E+06
 2330 2647     0     0  con    0  1.0E+00  6.5E+01  1.767E+02  2.377E+06
 2331 2648     0     0  con    0  1.0E+00  6.3E+01  1.348E+02  2.376E+06
 2332 2649     0     0  con    0  1.0E+00  1.3E+02  2.274E+02  2.375E+06
 2333 2650     0     0  con    0  1.0E+00  2.4E+02  1.636E+03  2.373E+06
 2334 2652     0     0  con    1  3.4E-01  1.6E+02  1.121E+03  2.372E+06
 2335 2661     0     0  con    8  2.4E-02  1.7E+02  2.187E+03  2.366E+06
 2336 2665     0     0  con    3  2.5E-02  4.2E+00  5.035E+02  2.365E+06
 2337 2666     0     0  con    0  1.0E+00  1.5E+00  4.727E+02  2.363E+06
 2338 2667     0     0  con    0  1.0E+00  7.6E+00  4.241E+02  2.362E+06
 2339 2668     0     0  con    0  1.0E+00  1.1E+01  4.981E+02  2.360E+06
 2340 2670     0     0  con    1  2.2E-01  1.1E+01  5.375E+02  2.360E+06
 2341 2671     0     0  con    0  1.0E+00  3.1E+00  2.721E+03  2.359E+06
 2342 2673     0     0  con    1  3.5E-01  8.8E-01  2.263E+02  2.359E+06
 2343 2676     0     0  con    2  2.1E+00  3.2E+00  2.807E+02  2.359E+06
 2344 2677     0     0  con    0  1.0E+00  1.7E+00  3.482E+02  2.358E+06
 2345 2679     0     0  con    1  1.3E-01  2.5E+00  2.265E+02  2.358E+06
 2346 2680     0     0  con    0  1.0E+00  1.9E+00  2.778E+02  2.358E+06
 2347 2681     0     0  con    0  1.0E+00  8.5E-01  1.018E+02  2.357E+06
 2348 2682     0     0  con    0  1.0E+00  1.8E+00  2.919E+02  2.357E+06
 2349 2683     0     0  con    0  1.0E+00  9.1E-01  1.260E+02  2.357E+06
 2350 2684     0     0  con    0  1.0E+00  7.1E-01  1.631E+02  2.357E+06
 2351 2686     0     0  con    1  3.6E-01  4.2E-01  1.398E+02  2.357E+06
 2352 2687     0     0  con    0  1.0E+00  2.8E-01  5.669E+01  2.357E+06
 2353 2688     0     0  con    0  1.0E+00  5.5E-01  3.488E+01  2.357E+06
 2354 2689     0     0  con    0  1.0E+00  3.4E-01  2.984E+01  2.357E+06
 2355 2690     0     0  con    0  1.0E+00  2.6E-01  3.003E+01  2.357E+06
 2356 2691     0     0  con    0  1.0E+00  2.5E-01  2.969E+01  2.357E+06
 2357 2692     0     0  con    0  1.0E+00  2.1E-01  2.561E+01  2.357E+06
 2358 2693     0     0  con    0  1.0E+00  3.2E-01  2.943E+01  2.357E+06
 2359 2694     0     0  con    0  1.0E+00  2.3E-01  2.665E+01  2.357E+06
 2360 2695     0     0  con    0  1.0E+00  1.7E-01  2.332E+01  2.357E+06
 2361 2696     0     0  con    0  1.0E+00  1.9E-01  2.912E+01  2.357E+06
 2362 2697     0     0  con    0  1.0E+00  2.3E-01  3.025E+01  2.357E+06
 2363 2698     0     0  con    0  1.0E+00  1.7E-01  2.121E+01  2.357E+06
 2364 2699     0     0  con    0  1.0E+00  2.0E-01  3.222E+01  2.357E+06
 2365 2700     0     0  con    0  1.0E+00  1.5E-01  2.264E+01  2.357E+06
 2366 2701     0     0  con    0  1.0E+00  2.1E-01  2.354E+01  2.357E+06
 2367 2702     0     0  con    0  1.0E+00  1.0E-01  1.881E+01  2.357E+06
 2368 2703     0     0  con    0  1.0E+00  1.4E-01  1.695E+01  2.357E+06
 2369 2704     0     0  con    0  1.0E+00  1.0E-01  2.071E+01  2.357E+06
 2370 2705     0     0  con    0  1.0E+00  1.4E-01  1.912E+01  2.357E+06
 2371 2706     0     0  con    0  1.0E+00  9.0E-02  1.698E+01  2.357E+06
 2372 2707     0     0  con    0  1.0E+00  1.4E-01  1.839E+01  2.357E+06
