RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  1380    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 1495 1734     0     0  con    0  1.0E+00  3.0E-02  1.440E+01  2.511E+06
 1496 1735     0     0  con    0  1.0E+00  2.8E-02  1.361E+01  2.511E+06
 1497 1736     0     0  con    0  1.0E+00  2.5E-02  1.372E+01  2.511E+06
 1498 1737     0     0  con    0  1.0E+00  3.7E-02  1.023E+01  2.511E+06
 1499 1738     0     0  con    0  1.0E+00  3.0E-02  1.163E+01  2.511E+06
 1500 1739     0     0  con    0  1.0E+00  3.2E-02  1.308E+01  2.511E+06
 1501 1740     0     0  con    0  1.0E+00  2.4E-02  1.122E+01  2.511E+06
 1502 1741     0     0  con    0  1.0E+00  1.7E-02  1.132E+01  2.511E+06
 1503 1742     0     0  con    0  1.0E+00  4.0E-02  1.295E+01  2.511E+06
 1504 1743     0     0  con    0  1.0E+00  1.5E-02  1.494E+01  2.511E+06
 1505 1744     0     0  con    0  1.0E+00  1.6E-02  1.154E+01  2.511E+06
 1506 1745     0     0  con    0  1.0E+00  2.6E-02  1.039E+01  2.511E+06
 1507 1746     0     0  con    0  1.0E+00  3.2E-02  1.205E+01  2.511E+06
 1508 1747     0     0  con    0  1.0E+00  3.4E-02  1.206E+01  2.511E+06
 1509 1748     0     0  con    0  1.0E+00  3.0E-02  1.281E+01  2.511E+06
 1510 1749     0     0  con    0  1.0E+00  4.0E-02  1.287E+01  2.511E+06
 1511 1750     0     0  con    0  1.0E+00  3.8E-02  1.376E+01  2.511E+06
 1512 1751     0     0  con    0  1.0E+00  2.7E-02  1.329E+01  2.511E+06
 1513 1752     0     0  con    0  1.0E+00  3.5E-02  1.309E+01  2.511E+06
 1514 1753     0     0  con    0  1.0E+00  4.5E-02  1.530E+01  2.511E+06
 1515 1754     0     0  con    0  1.0E+00  4.0E-02  1.050E+01  2.511E+06
 1516 1755     0     0  con    0  1.0E+00  4.2E-02  1.293E+01  2.511E+06
 1517 1756     0     0  con    0  1.0E+00  5.0E-02  1.348E+01  2.511E+06
 1518 1757     0     0  con    0  1.0E+00  3.3E-02  1.185E+01  2.511E+06
 1519 1758     0     0  con    0  1.0E+00  7.9E-02  1.262E+01  2.511E+06
 1520 1759     0     0  con    0  1.0E+00  5.4E-02  1.209E+01  2.511E+06
 1521 1760     0     0  con    0  1.0E+00  6.7E-02  1.241E+01  2.511E+06
 1522 1761     0     0  con    0  1.0E+00  9.0E-02  1.308E+01  2.511E+06
 1523 1762     0     0  con    0  1.0E+00  7.8E-02  1.258E+01  2.511E+06
 1524 1763     0     0  con    0  1.0E+00  7.9E-02  1.504E+01  2.511E+06
 1525 1764     0     0  con    0  1.0E+00  1.2E-01  1.401E+01  2.511E+06
 1526 1765     0     0  con    0  1.0E+00  1.0E-01  1.345E+01  2.511E+06
 1527 1766     0     0  con    0  1.0E+00  1.7E-01  1.603E+01  2.511E+06
 1528 1767     0     0  con    0  1.0E+00  2.5E-01  1.803E+01  2.511E+06
 1529 1768     0     0  con    0  1.0E+00  2.7E-01  2.480E+01  2.511E+06
 1530 1769     0     0  con    0  1.0E+00  2.8E-01  2.613E+01  2.511E+06
 1531 1770     0     0  con    0  1.0E+00  5.1E-01  2.015E+01  2.511E+06
 1532 1771     0     0  con    0  1.0E+00  6.7E-01  2.378E+01  2.511E+06
 1533 1772     0     0  con    0  1.0E+00  1.0E+00  2.645E+01  2.511E+06
 1534 1773     0     0  con    0  1.0E+00  1.1E+00  3.895E+01  2.511E+06
 1535 1774     0     0  con    0  1.0E+00  2.0E+00  3.114E+01  2.511E+06
 1536 1775     0     0  con    0  1.0E+00  2.8E+00  5.209E+01  2.511E+06
 1537 1776     0     0  con    0  1.0E+00  3.2E+00  4.106E+01  2.511E+06
 1538 1777     0     0  con    0  1.0E+00  4.6E+00  4.255E+01  2.511E+06
 1539 1778     0     0  con    0  1.0E+00  6.9E+00  6.063E+01  2.511E+06
 1540 1779     0     0  con    0  1.0E+00  1.2E+01  7.845E+01  2.511E+06
 1541 1780     0     0  con    0  1.0E+00  1.7E+01  1.905E+02  2.510E+06
 1542 1781     0     0  con    0  1.0E+00  2.5E+01  1.144E+02  2.510E+06
 1543 1782     0     0  con    0  1.0E+00  3.6E+01  2.062E+02  2.510E+06
 1544 1783     0     0  con    0  1.0E+00  5.6E+01  2.429E+02  2.509E+06
 1545 1784     0     0  con    0  1.0E+00  5.3E+01  2.170E+02  2.509E+06
 1546 1785     0     0  con    0  1.0E+00  9.1E+01  2.642E+02  2.508E+06
 1547 1786     0     0  con    0  1.0E+00  1.6E+02  4.923E+02  2.506E+06
 1548 1787     0     0  con    0  1.0E+00  3.5E+02  7.746E+02  2.503E+06
 1549 1790     0     0  con    2  6.8E-01  7.7E+02  6.514E+02  2.495E+06
 1550 1793     0     0  con    2  5.3E-03  3.5E+00  6.523E+02  2.495E+06
 1551 1794     0     0  con    0  1.0E+00  2.3E+02  4.647E+02  2.485E+06
 1552 1796     0     0  con    1  1.6E-01  2.3E+02  6.367E+02  2.484E+06
 1553 1797     0     0  con    0  1.0E+00  1.9E+01  8.278E+02  2.480E+06
 1554 1800     0     0  con    2  1.7E-02  2.3E+01  1.092E+03  2.479E+06
 1555 1801     0     0  con    0  1.0E+00  6.2E+00  5.321E+02  2.477E+06
 1556 1802     0     0  con    0  1.0E+00  1.7E+01  3.384E+02  2.477E+06
 1557 1803     0     0  con    0  1.0E+00  2.7E+01  9.005E+02  2.475E+06
 1558 1804     0     0  con    0  1.0E+00  8.7E+00  2.761E+02  2.473E+06
 1559 1805     0     0  con    0  1.0E+00  6.8E+00  3.651E+02  2.472E+06
 1560 1806     0     0  con    0  1.0E+00  4.2E+00  3.422E+02  2.472E+06
 1561 1807     0     0  con    0  1.0E+00  2.0E+00  2.252E+02  2.471E+06
 1562 1808     0     0  con    0  1.0E+00  1.2E+00  2.280E+02  2.471E+06
 1563 1809     0     0  con    0  1.0E+00  9.7E-01  1.862E+02  2.471E+06
 1564 1811     0     0  con    1  2.6E-01  1.6E+00  1.689E+02  2.471E+06
 1565 1812     0     0  con    0  1.0E+00  1.7E+00  9.839E+01  2.471E+06
 1566 1813     0     0  con    0  1.0E+00  9.2E-01  4.081E+02  2.470E+06
 1567 1815     0     0  con    1  4.0E-01  3.9E-01  5.634E+01  2.470E+06
 1568 1816     0     0  con    0  1.0E+00  2.1E-01  4.552E+01  2.470E+06
 1569 1817     0     0  con    0  1.0E+00  6.6E-01  6.089E+01  2.470E+06
 1570 1818     0     0  con    0  1.0E+00  4.9E-01  5.001E+01  2.470E+06
 1571 1819     0     0  con    0  1.0E+00  7.2E-01  6.991E+01  2.470E+06
 1572 1820     0     0  con    0  1.0E+00  4.2E-01  6.677E+01  2.470E+06
 1573 1821     0     0  con    0  1.0E+00  8.0E-01  4.447E+01  2.470E+06
 1574 1822     0     0  con    0  1.0E+00  4.0E-01  4.555E+01  2.470E+06
 1575 1823     0     0  con    0  1.0E+00  5.3E-01  4.048E+01  2.470E+06
 1576 1824     0     0  con    0  1.0E+00  3.2E-01  2.837E+01  2.470E+06
 1577 1825     0     0  con    0  1.0E+00  5.0E-01  3.171E+01  2.470E+06
 1578 1826     0     0  con    0  1.0E+00  2.6E-01  3.302E+01  2.470E+06
 1579 1827     0     0  con    0  1.0E+00  5.1E-01  3.562E+01  2.470E+06
 1580 1828     0     0  con    0  1.0E+00  4.0E-01  2.733E+01  2.470E+06
 1581 1829     0     0  con    0  1.0E+00  4.2E-01  2.803E+01  2.470E+06
 1582 1830     0     0  con    0  1.0E+00  5.1E-01  4.658E+01  2.470E+06
 1583 1831     0     0  con    0  1.0E+00  5.5E-01  4.852E+01  2.470E+06
 1584 1832     0     0  con    0  1.0E+00  7.0E-01  4.997E+01  2.470E+06
 1585 1833     0     0  con    0  1.0E+00  9.7E-01  3.998E+01  2.470E+06
 1586 1834     0     0  con    0  1.0E+00  9.4E-01  3.494E+01  2.470E+06
 1587 1835     0     0  con    0  1.0E+00  1.6E+00  3.972E+01  2.470E+06
 1588 1836     0     0  con    0  1.0E+00  2.4E+00  4.684E+01  2.470E+06
 1589 1837     0     0  con    0  1.0E+00  3.5E+00  7.062E+01  2.469E+06
 1590 1838     0     0  con    0  1.0E+00  3.6E+00  7.548E+01  2.469E+06
 1591 1839     0     0  con    0  1.0E+00  6.8E+00  2.404E+02  2.469E+06
 1592 1840     0     0  con    0  1.0E+00  1.2E+01  2.989E+02  2.469E+06
 1593 1841     0     0  con    0  1.0E+00  2.6E+00  2.234E+02  2.469E+06
 1594 1842     0     0  con    0  1.0E+00  9.0E+00  1.692E+02  2.468E+06
 1595 1843     0     0  con    0  1.0E+00  1.2E+01  3.210E+02  2.468E+06
 1596 1844     0     0  con    0  1.0E+00  4.8E+01  2.230E+03  2.466E+06
 1597 1846     0     0  con    1  5.4E-02  2.2E+01  4.352E+02  2.466E+06
 1598 1855     0     0  con    8  2.6E-01  6.7E+01  1.166E+03  2.458E+06
 1599 1858     0     0  con    2  6.5E-03  6.3E-01  5.905E+02  2.458E+06
 1600 1859     0     0  con    0  1.0E+00  5.4E+00  3.323E+02  2.456E+06
 1601 1860     0     0  con    0  1.0E+00  1.2E+01  9.229E+02  2.453E+06
 1602 1862     0     0  con    1  2.0E-01  8.0E+00  4.602E+02  2.452E+06
 1603 1863     0     0  con    0  1.0E+00  3.8E+00  3.804E+02  2.449E+06
 1604 1864     0     0  con    0  1.0E+00  5.0E+00  5.056E+02  2.448E+06
 1605 1865     0     0  con    0  1.0E+00  3.5E+00  5.905E+02  2.448E+06
 1606 1866     0     0  con    0  1.0E+00  3.2E+00  3.410E+02  2.446E+06
 1607 1867     0     0  con    0  1.0E+00  2.8E+00  9.062E+02  2.446E+06
 1608 1868     0     0  con    0  1.0E+00  8.7E-01  3.535E+02  2.446E+06
 1609 1869     0     0  con    0  1.0E+00  3.6E+00  3.946E+02  2.445E+06
 1610 1870     0     0  con    0  1.0E+00  1.8E+00  1.823E+02  2.445E+06
 1611 1871     0     0  con    0  1.0E+00  1.7E+00  4.027E+02  2.445E+06
 1612 1872     0     0  con    0  1.0E+00  1.4E+00  8.724E+02  2.445E+06
 1613 1874     0     0  con    1  3.3E-01  2.8E-01  1.876E+02  2.444E+06
 1614 1875     0     0  con    0  1.0E+00  7.5E-01  1.737E+02  2.444E+06
 1615 1876     0     0  con    0  1.0E+00  5.7E-01  1.198E+02  2.444E+06
 1616 1877     0     0  con    0  1.0E+00  6.4E-01  1.328E+02  2.444E+06
 1617 1878     0     0  con    0  1.0E+00  5.8E-01  1.175E+02  2.444E+06
 1618 1879     0     0  con    0  1.0E+00  4.3E-01  1.055E+02  2.444E+06
 1619 1880     0     0  con    0  1.0E+00  2.7E-01  4.593E+01  2.444E+06
 1620 1881     0     0  con    0  1.0E+00  2.6E-01  5.819E+01  2.444E+06
 1621 1882     0     0  con    0  1.0E+00  2.5E-01  4.694E+01  2.444E+06
 1622 1883     0     0  con    0  1.0E+00  2.8E-01  3.742E+01  2.444E+06
 1623 1884     0     0  con    0  1.0E+00  2.0E-01  3.456E+01  2.444E+06
 1624 1885     0     0  con    0  1.0E+00  2.0E-01  3.459E+01  2.444E+06
 1625 1886     0     0  con    0  1.0E+00  2.0E-01  3.823E+01  2.444E+06
 1626 1887     0     0  con    0  1.0E+00  2.4E-01  3.470E+01  2.444E+06
 1627 1888     0     0  con    0  1.0E+00  1.7E-01  3.473E+01  2.444E+06
 1628 1889     0     0  con    0  1.0E+00  2.0E-01  3.479E+01  2.444E+06
 1629 1890     0     0  con    0  1.0E+00  1.4E-01  3.481E+01  2.444E+06
 1630 1891     0     0  con    0  1.0E+00  1.9E-01  3.487E+01  2.444E+06
 1631 1892     0     0  con    0  1.0E+00  1.2E-01  3.491E+01  2.444E+06
 1632 1893     0     0  con    0  1.0E+00  1.6E-01  3.496E+01  2.444E+06
 1633 1894     0     0  con    0  1.0E+00  1.5E-01  3.502E+01  2.444E+06
 1634 1895     0     0  con    0  1.0E+00  1.5E-01  3.507E+01  2.444E+06
 1635 1896     0     0  con    0  1.0E+00  2.2E-01  3.516E+01  2.444E+06
 1636 1897     0     0  con    0  1.0E+00  1.9E-01  3.524E+01  2.444E+06
 1637 1898     0     0  con    0  1.0E+00  2.8E-01  3.536E+01  2.444E+06
 1638 1899     0     0  con    0  1.0E+00  2.6E-01  3.548E+01  2.444E+06
 1639 1900     0     0  con    0  1.0E+00  4.2E-01  3.567E+01  2.444E+06
 1640 1901     0     0  con    0  1.0E+00  4.8E-01  3.590E+01  2.444E+06
 1641 1902     0     0  con    0  1.0E+00  5.3E-01  3.616E+01  2.444E+06
 1642 1903     0     0  con    0  1.0E+00  7.5E-01  3.836E+01  2.444E+06
 1643 1904     0     0  con    0  1.0E+00  8.5E-01  4.762E+01  2.444E+06
 1644 1905     0     0  con    0  1.0E+00  1.1E+00  4.012E+01  2.444E+06
 1645 1906     0     0  con    0  1.0E+00  1.2E+00  4.314E+01  2.444E+06
 1646 1907     0     0  con    0  1.0E+00  1.9E+00  7.195E+01  2.444E+06
 1647 1908     0     0  con    0  1.0E+00  2.5E+00  5.490E+01  2.443E+06
 1648 1909     0     0  con    0  1.0E+00  4.5E+00  7.301E+01  2.443E+06
 1649 1910     0     0  con    0  1.0E+00  7.9E+00  1.523E+02  2.443E+06
 1650 1911     0     0  con    0  1.0E+00  8.5E+00  1.511E+02  2.443E+06
 1651 1916     0     0  con    4  1.2E+00  3.7E+01  4.325E+02  2.439E+06
 1652 1922     0     0  con    5  1.2E-01  2.9E+00  3.634E+02  2.439E+06
 1653 1924     0     0  con    1  3.1E-01  2.9E+00  3.213E+02  2.438E+06
 1654 1926     0     0  con    1  4.4E-01  2.9E+00  3.107E+02  2.437E+06
 1655 1927     0     0  con    0  1.0E+00  2.2E+00  4.450E+02  2.437E+06
 1656 1928     0     0  con    0  1.0E+00  8.9E-01  2.869E+02  2.437E+06
 1657 1929     0     0  con    0  1.0E+00  2.6E+00  2.491E+02  2.436E+06
 1658 1930     0     0  con    0  1.0E+00  1.4E+00  3.502E+02  2.436E+06
 1659 1932     0     0  con    1  2.0E-01  3.9E-01  1.242E+02  2.436E+06
 1660 1933     0     0  con    0  1.0E+00  3.8E-01  9.861E+01  2.436E+06
 1661 1934     0     0  con    0  1.0E+00  4.2E-01  8.964E+01  2.436E+06
 1662 1935     0     0  con    0  1.0E+00  3.4E-01  5.604E+01  2.436E+06
 1663 1936     0     0  con    0  1.0E+00  3.9E-01  4.898E+01  2.436E+06
 1664 1937     0     0  con    0  1.0E+00  2.2E-01  3.427E+01  2.436E+06
 1665 1938     0     0  con    0  1.0E+00  1.9E-01  2.552E+01  2.436E+06
 1666 1939     0     0  con    0  1.0E+00  2.2E-01  2.391E+01  2.436E+06
 1667 1940     0     0  con    0  1.0E+00  1.2E-01  3.031E+01  2.436E+06
 1668 1941     0     0  con    0  1.0E+00  1.2E-01  2.239E+01  2.436E+06
 1669 1942     0     0  con    0  1.0E+00  9.9E-02  1.726E+01  2.436E+06
 1670 1943     0     0  con    0  1.0E+00  1.2E-01  2.143E+01  2.436E+06
 1671 1944     0     0  con    0  1.0E+00  9.8E-02  1.834E+01  2.436E+06
 1672 1945     0     0  con    0  1.0E+00  1.2E-01  1.974E+01  2.436E+06
 1673 1946     0     0  con    0  1.0E+00  7.1E-02  1.488E+01  2.436E+06
 1674 1947     0     0  con    0  1.0E+00  8.9E-02  1.488E+01  2.436E+06
 1675 1948     0     0  con    0  1.0E+00  7.0E-02  1.634E+01  2.436E+06
 1676 1949     0     0  con    0  1.0E+00  7.6E-02  1.565E+01  2.436E+06
 1677 1950     0     0  con    0  1.0E+00  9.6E-02  1.662E+01  2.436E+06
 1678 1951     0     0  con    0  1.0E+00  6.2E-02  1.747E+01  2.436E+06
 1679 1952     0     0  con    0  1.0E+00  7.3E-02  1.855E+01  2.436E+06
 1680 1953     0     0  con    0  1.0E+00  5.4E-02  1.490E+01  2.436E+06
 1681 1954     0     0  con    0  1.0E+00  7.0E-02  1.490E+01  2.436E+06
 1682 1955     0     0  con    0  1.0E+00  5.1E-02  1.490E+01  2.436E+06
 1683 1956     0     0  con    0  1.0E+00  6.8E-02  1.621E+01  2.436E+06
 1684 1957     0     0  con    0  1.0E+00  5.0E-02  1.491E+01  2.436E+06
 1685 1958     0     0  con    0  1.0E+00  6.8E-02  1.676E+01  2.436E+06
 1686 1959     0     0  con    0  1.0E+00  5.6E-02  1.618E+01  2.436E+06
 1687 1960     0     0  con    0  1.0E+00  6.4E-02  1.492E+01  2.436E+06
 1688 1961     0     0  con    0  1.0E+00  7.6E-02  1.561E+01  2.436E+06
 1689 1962     0     0  con    0  1.0E+00  7.2E-02  1.893E+01  2.436E+06
 1690 1963     0     0  con    0  1.0E+00  4.7E-02  1.492E+01  2.436E+06
 1691 1964     0     0  con    0  1.0E+00  9.6E-02  1.516E+01  2.436E+06
 1692 1965     0     0  con    0  1.0E+00  4.5E-02  1.493E+01  2.436E+06
 1693 1966     0     0  con    0  1.0E+00  6.3E-02  1.494E+01  2.436E+06
 1694 1967     0     0  con    0  1.0E+00  4.2E-02  1.494E+01  2.436E+06
 1695 1968     0     0  con    0  1.0E+00  6.5E-02  1.494E+01  2.436E+06
 1696 1969     0     0  con    0  1.0E+00  5.7E-02  1.613E+01  2.436E+06
 1697 1970     0     0  con    0  1.0E+00  5.6E-02  1.495E+01  2.436E+06
 1698 1971     0     0  con    0  1.0E+00  8.0E-02  1.496E+01  2.436E+06
 1699 1972     0     0  con    0  1.0E+00  8.4E-02  1.496E+01  2.436E+06
 1700 1973     0     0  con    0  1.0E+00  1.0E-01  1.562E+01  2.436E+06
 1701 1974     0     0  con    0  1.0E+00  1.3E-01  1.650E+01  2.436E+06
 1702 1975     0     0  con    0  1.0E+00  1.3E-01  1.884E+01  2.436E+06
 1703 1976     0     0  con    0  1.0E+00  1.3E-01  2.162E+01  2.436E+06
 1704 1977     0     0  con    0  1.0E+00  1.4E-01  2.306E+01  2.436E+06
 1705 1978     0     0  con    0  1.0E+00  1.1E-01  1.531E+01  2.436E+06
 1706 1979     0     0  con    0  1.0E+00  2.4E-01  2.102E+01  2.436E+06
 1707 1980     0     0  con    0  1.0E+00  2.6E-01  1.946E+01  2.436E+06
 1708 1981     0     0  con    0  1.0E+00  3.6E-01  1.849E+01  2.436E+06
 1709 1982     0     0  con    0  1.0E+00  5.6E-01  2.131E+01  2.436E+06
 1710 1983     0     0  con    0  1.0E+00  4.9E-01  2.645E+01  2.436E+06
 1711 1984     0     0  con    0  1.0E+00  5.6E-01  2.900E+01  2.436E+06
 1712 1985     0     0  con    0  1.0E+00  5.0E-01  2.094E+01  2.436E+06
 1713 1986     0     0  con    0  1.0E+00  9.1E-01  2.748E+01  2.436E+06
 1714 1987     0     0  con    0  1.0E+00  1.1E+00  3.728E+01  2.436E+06
 1715 1988     0     0  con    0  1.0E+00  2.0E+00  5.216E+01  2.436E+06
 1716 1989     0     0  con    0  1.0E+00  2.4E+00  3.965E+01  2.436E+06
 1717 1990     0     0  con    0  1.0E+00  3.8E+00  4.571E+01  2.436E+06
 1718 1991     0     0  con    0  1.0E+00  4.6E+00  5.478E+01  2.435E+06
 1719 1992     0     0  con    0  1.0E+00  7.7E+00  5.805E+01  2.435E+06
 1720 1993     0     0  con    0  1.0E+00  1.4E+01  9.477E+01  2.435E+06
 1721 1994     0     0  con    0  1.0E+00  2.3E+01  1.217E+02  2.435E+06
 1722 1995     0     0  con    0  1.0E+00  3.0E+01  1.830E+02  2.434E+06
 1723 2001     0     0  con    5  1.1E+00  9.1E+01  3.394E+02  2.429E+06
 1724 2005     0     0  con    3  1.3E-02  8.3E-01  3.128E+02  2.429E+06
 1725 2006     0     0  con    0  1.0E+00  5.7E+00  1.523E+03  2.428E+06
 1726 2007     0     0  con    0  1.0E+00  2.4E+00  1.769E+03  2.428E+06
 1727 2008     0     0  con    0  1.0E+00  3.1E+00  5.179E+02  2.427E+06
 1728 2009     0     0  con    0  1.0E+00  1.4E+00  8.393E+02  2.427E+06
 1729 2010     0     0  con    0  1.0E+00  1.6E+00  1.982E+02  2.426E+06
 1730 2011     0     0  con    0  1.0E+00  6.0E-01  1.726E+02  2.426E+06
 1731 2012     0     0  con    0  1.0E+00  1.1E+00  1.229E+02  2.426E+06
 1732 2013     0     0  con    0  1.0E+00  6.7E-01  6.148E+01  2.425E+06
 1733 2014     0     0  con    0  1.0E+00  6.3E-01  1.265E+02  2.425E+06
 1734 2015     0     0  con    0  1.0E+00  7.5E-01  4.316E+02  2.425E+06
 1735 2016     0     0  con    0  1.0E+00  2.9E-01  1.082E+02  2.425E+06
 1736 2017     0     0  con    0  1.0E+00  3.6E-01  9.699E+01  2.425E+06
 1737 2018     0     0  con    0  1.0E+00  2.9E-01  6.961E+01  2.425E+06
 1738 2019     0     0  con    0  1.0E+00  3.6E-01  4.825E+01  2.425E+06
 1739 2020     0     0  con    0  1.0E+00  2.3E-01  4.162E+01  2.425E+06
 1740 2021     0     0  con    0  1.0E+00  2.1E-01  2.580E+01  2.425E+06
 1741 2022     0     0  con    0  1.0E+00  1.6E-01  1.919E+01  2.425E+06
 1742 2023     0     0  con    0  1.0E+00  1.5E-01  2.281E+01  2.425E+06
 1743 2024     0     0  con    0  1.0E+00  1.2E-01  2.380E+01  2.425E+06
 1744 2025     0     0  con    0  1.0E+00  1.6E-01  2.349E+01  2.425E+06
 1745 2026     0     0  con    0  1.0E+00  9.7E-02  1.884E+01  2.425E+06
 1746 2027     0     0  con    0  1.0E+00  1.2E-01  2.335E+01  2.425E+06
 1747 2028     0     0  con    0  1.0E+00  8.5E-02  1.639E+01  2.425E+06
 1748 2029     0     0  con    0  1.0E+00  1.1E-01  1.544E+01  2.425E+06
 1749 2030     0     0  con    0  1.0E+00  7.7E-02  1.406E+01  2.425E+06
 1750 2031     0     0  con    0  1.0E+00  9.9E-02  1.874E+01  2.425E+06
 1751 2032     0     0  con    0  1.0E+00  1.0E-01  2.086E+01  2.425E+06
 1752 2033     0     0  con    0  1.0E+00  7.9E-02  1.815E+01  2.425E+06
 1753 2034     0     0  con    0  1.0E+00  6.6E-02  1.316E+01  2.425E+06
 1754 2035     0     0  con    0  1.0E+00  5.3E-02  1.315E+01  2.425E+06
 1755 2036     0     0  con    0  1.0E+00  8.4E-02  1.879E+01  2.425E+06
 1756 2037     0     0  con    0  1.0E+00  5.0E-02  1.395E+01  2.425E+06
 1757 2038     0     0  con    0  1.0E+00  6.5E-02  1.288E+01  2.425E+06
 1758 2039     0     0  con    0  1.0E+00  4.5E-02  1.357E+01  2.425E+06
 1759 2040     0     0  con    0  1.0E+00  4.8E-02  1.147E+01  2.425E+06
 1760 2041     0     0  con    0  1.0E+00  4.1E-02  1.278E+01  2.425E+06
 1761 2042     0     0  con    0  1.0E+00  4.7E-02  1.299E+01  2.425E+06
 1762 2043     0     0  con    0  1.0E+00  3.2E-02  1.152E+01  2.425E+06
 1763 2044     0     0  con    0  1.0E+00  4.3E-02  1.274E+01  2.425E+06
 1764 2045     0     0  con    0  1.0E+00  3.5E-02  1.599E+01  2.425E+06
 1765 2046     0     0  con    0  1.0E+00  4.2E-02  1.534E+01  2.425E+06
 1766 2047     0     0  con    0  1.0E+00  5.5E-02  1.438E+01  2.425E+06
 1767 2048     0     0  con    0  1.0E+00  2.7E-02  1.323E+01  2.425E+06
 1768 2049     0     0  con    0  1.0E+00  3.0E-02  1.227E+01  2.425E+06
 1769 2050     0     0  con    0  1.0E+00  4.9E-02  1.645E+01  2.425E+06
 1770 2051     0     0  con    0  1.0E+00  4.1E-02  1.517E+01  2.425E+06
 1771 2052     0     0  con    0  1.0E+00  5.9E-02  1.832E+01  2.425E+06
 1772 2053     0     0  con    0  1.0E+00  3.2E-02  1.742E+01  2.425E+06
 1773 2054     0     0  con    0  1.0E+00  3.1E-02  1.224E+01  2.425E+06
 1774 2055     0     0  con    0  1.0E+00  4.9E-02  1.317E+01  2.425E+06
 1775 2056     0     0  con    0  1.0E+00  3.8E-02  1.326E+01  2.425E+06
 1776 2057     0     0  con    0  1.0E+00  3.5E-02  1.358E+01  2.425E+06
 1777 2058     0     0  con    0  1.0E+00  5.7E-02  1.514E+01  2.425E+06
 1778 2059     0     0  con    0  1.0E+00  7.2E-02  1.464E+01  2.425E+06
 1779 2060     0     0  con    0  1.0E+00  3.3E-02  1.481E+01  2.425E+06
 1780 2061     0     0  con    0  1.0E+00  3.4E-02  1.153E+01  2.425E+06
 1781 2062     0     0  con    0  1.0E+00  4.5E-02  1.198E+01  2.425E+06
 1782 2063     0     0  con    0  1.0E+00  4.7E-02  1.589E+01  2.425E+06
 1783 2064     0     0  con    0  1.0E+00  3.7E-02  1.567E+01  2.425E+06
 1784 2065     0     0  con    0  1.0E+00  3.7E-02  1.611E+01  2.425E+06
 1785 2066     0     0  con    0  1.0E+00  3.4E-02  1.226E+01  2.425E+06
 1786 2067     0     0  con    0  1.0E+00  3.5E-02  1.221E+01  2.425E+06
 1787 2068     0     0  con    0  1.0E+00  5.7E-02  1.211E+01  2.425E+06
 1788 2069     0     0  con    0  1.0E+00  4.8E-02  1.210E+01  2.425E+06
 1789 2070     0     0  con    0  1.0E+00  3.2E-02  1.205E+01  2.425E+06
 1790 2071     0     0  con    0  1.0E+00  2.6E-02  1.024E+01  2.425E+06
 1791 2072     0     0  con    0  1.0E+00  6.6E-02  1.672E+01  2.425E+06
